Employer,Job_title,Company_location,Wages,Experience,description,Job_Location,Company_description,role_Responsibilities,role_Requirements,Start_date,Posting_date
Azure,Analyst,"Redmond, WA, US",,2 years,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Chicago, Denver","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Tuesday, November 21, 2023","Tuesday, October 31, 2023"
Confidentiel,Intership MBA,Confidentiel,90-97k,4-5 years,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",Confidentiel,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Sunday, July 09, 2023","Thursday, June 08, 2023"
Kitea,Analyst,Casablanca,,1 year,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Casablanca, Morocco","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Friday, November 17, 2023","Tuesday, October 24, 2023"
Oracle,Operations Manager,"Austin, TX, US","  150,000 ",Between 6 and 9 years,"- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","San Francisco, California, United States","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Sunday, December 03, 2023","Friday, November 17, 2023"
Attijari Wafa Bank,Stage fin d'étude,Casablanca,,,"- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat",Casablanca,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Wednesday, December 06, 2023","Thursday, October 26, 2023"
Oracle,Engineering Director,"Austin, Texas, US",,15 years,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Boston, MA, US","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Wednesday, October 18, 2023","Sunday, August 27, 2023"
Oracle,Manager,"Austin, Texas, USA",,7+ years,"- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Scottsdale (Arizona), US","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Monday, May 29, 2023","Saturday, May 06, 2023"
Kitea,Stage,Casablanca,,,"- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat",Casablanca,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Wednesday, December 13, 2023","Wednesday, November 29, 2023"
Kering,Sales Manager,"Paris, France",120-135k,+10 years,"- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Paris, France","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Friday, February 23, 2024","Sunday, February 11, 2024"
OfficeChérifien desPhosphates,Team leader,"Casablanca, Morocco",~85k MAD,Between 6 and 9 years,"- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Khouribga, Morocco","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Sunday, March 24, 2024","Tuesday, February 27, 2024"
Attijari,Analyst,"Casablanca, Morocco",25-33k MAD,2 years,"- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat",Casablanca,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Tuesday, June 27, 2023","Saturday, June 03, 2023"
Ikea,Directeur,"Amsterdam, Netherlands", 135-150 000 eur,12 years,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.",,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Thursday, October 19, 2023","Friday, August 25, 2023"
Meta,Manager,"Menlo Park, California, USA",,7+ years,"- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Menlo Park, California, USA","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Friday, July 07, 2023","Monday, June 19, 2023"
